Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
249 global 1.0 0.5 0.050836 .2 0.1 0.33 37
250 global -1.0 0.5 0.082564 .2 0.1 0.33 37
251 global 1.0 0.5 -0.000034 .2 0.1 0.33 12
252 global -1.0 0.5 0.120437 .2 0.1 0.33 13
253 global 1.0 0.5 -0.105158 .2 0.1 0.33 38
254 global -1.0 0.5 -0.073117 .2 0.1 0.33 38
255 global 1.0 0.5 0.088790 .2 0.1 0.33 13
256 global -1.0 0.5 0.070559 .2 0.1 0.33 14
257 global 1.0 0.5 -0.090142 .2 0.1 0.33 39
258 global -1.0 0.5 -0.067953 .2 0.1 0.33 39
259 global 1.0 0.5 0.046389 .2 0.1 0.33 14
260 global -1.0 0.5 0.041782 .2 0.1 0.33 15
261 global 1.0 0.5 -0.003555 .2 0.1 0.33 40
262 global -1.0 0.5 0.025096 .2 0.1 0.33 40
263 global 1.0 0.5 0.013566 .2 0.1 0.33 15
264 global -1.0 0.5 -0.016886 .2 0.1 0.33 16
265 global 1.0 0.5 0.034047 .2 0.1 0.33 41
266 global -1.0 0.5 0.065187 .2 0.1 0.33 41
267 global 1.0 0.5 -0.049351 .2 0.1 0.33 16
268 global -1.0 0.5 0.066512 .2 0.1 0.33 17
269 global 1.0 0.5 -0.033762 .2 0.1 0.33 42
270 global -1.0 0.5 -0.006731 .2 0.1 0.33 42
271 global 1.0 0.5 0.039568 .2 0.1 0.33 17
272 global -1.0 0.5 -0.054869 .2 0.1 0.33 18
273 global 1.0 0.5 -0.002194 .2 0.1 0.33 43
274 global -1.0 0.5 0.025382 .2 0.1 0.33 43
275 global 1.0 0.5 -0.086457 .2 0.1 0.33 18
276 global -1.0 0.5 0.022930 .2 0.1 0.33 19
277 global 1.0 0.5 -0.074164 .2 0.1 0.33 44
278 global -1.0 0.5 -0.042716 .2 0.1 0.33 44
279 global 1.0 0.5 -0.004232 .2 0.1 0.33 19
280 global -1.0 0.5 -0.006435 .2 0.1 0.33 20
281 global 1.0 0.5 -0.018334 .2 0.1 0.33 45
282 global -1.0 0.5 0.010227 .2 0.1 0.33 45
283 global 1.0 0.5 -0.036232 .2 0.1 0.33 20
284 global -1.0 0.5 -0.018101 .2 0.1 0.33 21
285 global 1.0 0.5 -0.033281 .2 0.1 0.33 46
286 global -1.0 0.5 -0.006060 .2 0.1 0.33 46
287 global 1.0 0.5 -0.047070 .2 0.1 0.33 21
288 global -1.0 0.5 -0.058393 .2 0.1 0.33 22
289 global 1.0 0.5 -0.042546 .2 0.1 0.33 47
290 global -1.0 0.5 -0.015810 .2 0.1 0.33 47
291 global 1.0 0.5 -0.084441 .2 0.1 0.33 22
292 global -1.0 0.5 0.026099 .2 0.1 0.33 23
293 global 1.0 0.5 -0.005749 .2 0.1 0.33 48
294 global -1.0 0.5 0.019380 .2 0.1 0.33 48
295 global 1.0 0.5 -0.001722 .2 0.1 0.33 23
296 global -1.0 0.5 0.073196 .2 0.1 0.33 24
297 global 1.0 0.5 -0.056446 .2 0.1 0.33 49
298 global -1.0 0.5 -0.027626 .2 0.1 0.33 49
299 global 1.0 0.5 0.048664 .2 0.1 0.33 24
300 global -1.0 0.5 0.019457 .2 0.1 0.58 0
301 global 1.0 0.5 -0.034183 .2 0.1 0.58 25
302 global -1.0 0.5 -0.012901 .2 0.1 0.58 25
303 global 1.0 0.5 -0.001206 .2 0.1 0.58 0
304 global -1.0 0.5 -0.013358 .2 0.1 0.58 1
305 global 1.0 0.5 -0.022410 .2 0.1 0.58 26
