Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
184 global -1.0 0.5 1.630338 .2 0.1 0.19 21
185 global 1.0 0.5 7.367482 .2 0.1 0.19 46
186 global -1.0 0.5 6.890881 .2 0.1 0.19 46
187 global 1.0 0.5 2.094086 .2 0.1 0.19 21
188 global -1.0 0.5 6.293679 .2 0.1 0.19 22
189 global 1.0 0.5 0.816284 .2 0.1 0.19 47
190 global -1.0 0.5 0.517603 .2 0.1 0.19 47
191 global 1.0 0.5 6.284323 .2 0.1 0.19 22
192 global -1.0 0.5 -1.470392 .2 0.1 0.19 23
193 global 1.0 0.5 -5.128438 .2 0.1 0.19 48
194 global -1.0 0.5 -5.086305 .2 0.1 0.19 48
195 global 1.0 0.5 -0.804779 .2 0.1 0.19 23
196 global -1.0 0.5 -4.173633 .2 0.1 0.19 24
197 global 1.0 0.5 0.689707 .2 0.1 0.19 49
198 global -1.0 0.5 0.381175 .2 0.1 0.19 49
199 global 1.0 0.5 -3.466548 .2 0.1 0.19 24
200 global -1.0 0.5 2.432221 .2 0.1 0.33 0
201 global 1.0 0.5 -2.716276 .2 0.1 0.33 25
202 global -1.0 0.5 -3.070981 .2 0.1 0.33 25
203 global 1.0 0.5 2.931013 .2 0.1 0.33 0
204 global -1.0 0.5 1.010470 .2 0.1 0.33 1
205 global 1.0 0.5 -0.136589 .2 0.1 0.33 26
206 global -1.0 0.5 -0.467869 .2 0.1 0.33 26
207 global 1.0 0.5 1.363377 .2 0.1 0.33 1
208 global -1.0 0.5 -1.949816 .2 0.1 0.33 2
209 global 1.0 0.5 0.646466 .2 0.1 0.33 27
210 global -1.0 0.5 0.246124 .2 0.1 0.33 27
211 global 1.0 0.5 -1.551431 .2 0.1 0.33 2
212 global -1.0 0.5 0.818415 .2 0.1 0.33 3
213 global 1.0 0.5 0.320253 .2 0.1 0.33 28
214 global -1.0 0.5 -0.098351 .2 0.1 0.33 28
215 global 1.0 0.5 1.176559 .2 0.1 0.33 3
216 global -1.0 0.5 1.616883 .2 0.1 0.33 4
217 global 1.0 0.5 0.106016 .2 0.1 0.33 29
218 global -1.0 0.5 -0.346560 .2 0.1 0.33 29
219 global 1.0 0.5 1.875028 .2 0.1 0.33 4
220 global -1.0 0.5 -0.528333 .2 0.1 0.33 5
221 global 1.0 0.5 -2.420342 .2 0.1 0.33 30
222 global -1.0 0.5 -2.811722 .2 0.1 0.33 30
223 global 1.0 0.5 -0.123877 .2 0.1 0.33 5
224 global -1.0 0.5 -1.192936 .2 0.1 0.33 6
225 global 1.0 0.5 -0.540386 .2 0.1 0.33 31
226 global -1.0 0.5 -0.814516 .2 0.1 0.33 31
227 global 1.0 0.5 -0.821031 .2 0.1 0.33 6
228 global -1.0 0.5 -3.018771 .2 0.1 0.33 7
229 global 1.0 0.5 1.009303 .2 0.1 0.33 32
230 global -1.0 0.5 0.621118 .2 0.1 0.33 32
231 global 1.0 0.5 -2.555420 .2 0.1 0.33 7
232 global -1.0 0.5 1.880242 .2 0.1 0.33 8
233 global 1.0 0.5 0.151574 .2 0.1 0.33 33
234 global -1.0 0.5 -0.183221 .2 0.1 0.33 33
235 global 1.0 0.5 2.254043 .2 0.1 0.33 8
236 global -1.0 0.5 1.077725 .2 0.1 0.33 9
237 global 1.0 0.5 0.852079 .2 0.1 0.33 34
238 global -1.0 0.5 0.495727 .2 0.1 0.33 34
239 global 1.0 0.5 1.433120 .2 0.1 0.33 9
240 global -1.0 0.5 0.376318 .2 0.1 0.33 10
241 global 1.0 0.5 -1.442754 .2 0.1 0.33 35
242 global -1.0 0.5 -1.748633 .2 0.1 0.33 35
243 global 1.0 0.5 0.762970 .2 0.1 0.33 10
244 global -1.0 0.5 0.703100 .2 0.1 0.33 11
245 global 1.0 0.5 0.936426 .2 0.1 0.33 36
246 global -1.0 0.5 0.569035 .2 0.1 0.33 36
247 global 1.0 0.5 1.223270 .2 0.1 0.33 11
248 global -1.0 0.5 0.302524 .2 0.1 0.33 12
249 global 1.0 0.5 1.991705 .2 0.1 0.33 37
250 global -1.0 0.5 1.596937 .2 0.1 0.33 37
251 global 1.0 0.5 0.779886 .2 0.1 0.33 12
252 global -1.0 0.5 2.357613 .2 0.1 0.33 13
253 global 1.0 0.5 -1.551513 .2 0.1 0.33 38
254 global -1.0 0.5 -1.741379 .2 0.1 0.33 38
255 global 1.0 0.5 2.747635 .2 0.1 0.33 13
256 global -1.0 0.5 1.243455 .2 0.1 0.33 14
257 global 1.0 0.5 -1.689887 .2 0.1 0.33 39
258 global -1.0 0.5 -2.108498 .2 0.1 0.33 39
259 global 1.0 0.5 1.707067 .2 0.1 0.33 14
260 global -1.0 0.5 0.508025 .2 0.1 0.33 15
261 global 1.0 0.5 0.535415 .2 0.1 0.33 40
262 global -1.0 0.5 0.314225 .2 0.1 0.33 40
263 global 1.0 0.5 0.949473 .2 0.1 0.33 15
264 global -1.0 0.5 -0.742033 .2 0.1 0.33 16
265 global 1.0 0.5 1.670279 .2 0.1 0.33 41
266 global -1.0 0.5 1.342059 .2 0.1 0.33 41
267 global 1.0 0.5 -0.315389 .2 0.1 0.33 16
268 global -1.0 0.5 1.551389 .2 0.1 0.33 17
269 global 1.0 0.5 -0.400082 .2 0.1 0.33 42
270 global -1.0 0.5 -0.752357 .2 0.1 0.33 42
271 global 1.0 0.5 1.870705 .2 0.1 0.33 17
272 global -1.0 0.5 -1.891317 .2 0.1 0.33 18
273 global 1.0 0.5 0.701214 .2 0.1 0.33 43
274 global -1.0 0.5 0.210170 .2 0.1 0.33 43
275 global 1.0 0.5 -1.703276 .2 0.1 0.33 18
276 global -1.0 0.5 0.434459 .2 0.1 0.33 19
277 global 1.0 0.5 -1.570639 .2 0.1 0.33 44
278 global -1.0 0.5 -1.882360 .2 0.1 0.33 44
279 global 1.0 0.5 0.718821 .2 0.1 0.33 19
280 global -1.0 0.5 -0.765292 .2 0.1 0.33 20
281 global 1.0 0.5 0.123656 .2 0.1 0.33 45
282 global -1.0 0.5 -0.175262 .2 0.1 0.33 45
283 global 1.0 0.5 -0.442367 .2 0.1 0.33 20
284 global -1.0 0.5 -0.796551 .2 0.1 0.33 21
285 global 1.0 0.5 -0.383055 .2 0.1 0.33 46
286 global -1.0 0.5 -0.850443 .2 0.1 0.33 46
287 global 1.0 0.5 -0.399368 .2 0.1 0.33 21
288 global -1.0 0.5 -1.242749 .2 0.1 0.33 22
289 global 1.0 0.5 -1.346509 .2 0.1 0.33 47
290 global -1.0 0.5 -1.795878 .2 0.1 0.33 47
291 global 1.0 0.5 -0.710138 .2 0.1 0.33 22
292 global -1.0 0.5 0.205574 .2 0.1 0.33 23
293 global 1.0 0.5 0.017859 .2 0.1 0.33 48
294 global -1.0 0.5 -0.371681 .2 0.1 0.33 48
295 global 1.0 0.5 0.490564 .2 0.1 0.33 23
296 global -1.0 0.5 1.080044 .2 0.1 0.33 24
297 global 1.0 0.5 -1.251291 .2 0.1 0.33 49
298 global -1.0 0.5 -1.615344 .2 0.1 0.33 49
299 global 1.0 0.5 1.408256 .2 0.1 0.33 24
300 global -1.0 0.5 -0.140080 .2 0.1 0.58 0
301 global 1.0 0.5 -0.360092 .2 0.1 0.58 25
302 global -1.0 0.5 -0.733033 .2 0.1 0.58 25
303 global 1.0 0.5 0.288079 .2 0.1 0.58 0
304 global -1.0 0.5 -0.879383 .2 0.1 0.58 1
305 global 1.0 0.5 -0.007488 .2 0.1 0.58 26
306 global -1.0 0.5 -0.414835 .2 0.1 0.58 26
307 global 1.0 0.5 -0.601215 .2 0.1 0.58 1
308 global -1.0 0.5 -0.379701 .2 0.1 0.58 2
309 global 1.0 0.5 -0.459071 .2 0.1 0.58 27
310 global -1.0 0.5 -0.775596 .2 0.1 0.58 27
311 global 1.0 0.5 -0.026554 .2 0.1 0.58 2
312 global -1.0 0.5 0.139232 .2 0.1 0.58 3
313 global 1.0 0.5 -0.065074 .2 0.1 0.58 28
314 global -1.0 0.5 -0.476792 .2 0.1 0.58 28
315 global 1.0 0.5 0.413992 .2 0.1 0.58 3
316 global -1.0 0.5 -0.283369 .2 0.1 0.58 4
317 global 1.0 0.5 0.281446 .2 0.1 0.58 29
318 global -1.0 0.5 -0.137848 .2 0.1 0.58 29
319 global 1.0 0.5 0.015118 .2 0.1 0.58 4
320 global -1.0 0.5 -1.400909 .2 0.1 0.58 5
321 global 1.0 0.5 0.657522 .2 0.1 0.58 30
322 global -1.0 0.5 0.337895 .2 0.1 0.58 30
